steam_appid,name,type,initial_price,release_date,score,recommendation,windows,mac,linux,header_image
4880,Cossacks: European Wars,game,4.99,2011-08-26,74.0,153.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/4880/header.jpg?t=1447354583
4890,Cossacks II: Battle for Europe,game,4.99,2011-08-26,69.0,244.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/4890/header.jpg?t=1447354584
4900,Zen of Sudoku,game,4.99,2006-12-14,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/4900/header.jpg?t=1447350947
4920,Natural Selection 2,game,9.99,2012-10-30,80.0,8244.0,1.0,0.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/4920/header.jpg?t=1479939528
6000,STAR WARS™ Republic Commando™,game,9.99,2009-07-08,78.0,4213.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6000/header.jpg?t=1476315814
6010,Indiana Jones® and the Fate of Atlantis™,game,5.99,2009-07-08,,431.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6010/header.jpg?t=1479335312
6020,STAR WARS™ Jedi Knight - Jedi Academy™,game,9.99,2009-09-16,81.0,3960.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6020/header.jpg?t=1479340315
6030,STAR WARS™ Jedi Knight II - Jedi Outcast™,game,9.99,2009-09-16,89.0,1567.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6030/header.jpg?t=1479340004
6040,The Dig®,game,5.99,2009-07-08,,424.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6040/header.jpg?t=1447352312
6060,STAR WARS™ Battlefront™ II,game,9.99,2009-07-08,78.0,18067.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6060/header.jpg?t=1469555611
6080,Thrillville®: Off the Rails™,game,9.99,2009-07-08,70.0,174.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6080/header.jpg?t=1447352316
6090,Armed and Dangerous®,game,5.99,2009-07-08,78.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6090/header.jpg?t=1476735666
6120,Shank,game,9.99,2010-10-25,67.0,1332.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/6120/header.jpg?t=1478110226
6200,Ghost Master®,game,4.99,2006-12-21,81.0,910.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6200/header.jpg?t=1447350951
6210,Vegas: Make It Big™,game,4.99,2006-12-21,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6210/header.jpg?t=1447350950
6220,FlatOut,game,7.49,2007-02-02,72.0,1370.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6220/header.jpg?t=1447350968
6250,Making History: The Calm & the Storm,game,4.99,2007-03-13,70.0,473.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6250/header.jpg?t=1447350978
6270,Ducati World Championship,game,4.99,2007-09-21,35.0,158.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6270/header.jpg?t=1447351133
6300,Dreamfall: The Longest Journey,game,19.99,2007-01-12,75.0,433.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6300/header.jpg?t=1479319342
6310,The Longest Journey,game,9.99,2007-05-01,91.0,847.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6310/header.jpg?t=1479319224
6370,Bloodline Champions,game,0.0,2011-10-28,79.0,1464.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6370/header.jpg?t=1455556466
6400,Joint Task Force,game,9.99,2007-03-27,68.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6400/header.jpg?t=1447350970
6420,Nexus - The Jupiter Incident,game,9.99,2007-07-03,77.0,382.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6420/header.jpg?t=1472036224
6510,Lost Planet™: Extreme Condition,game,14.99,2007-06-26,66.0,533.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6510/header.jpg?t=1447351039
6550,Devil May Cry® 3 Special Edition,game,19.99,2007-06-12,66.0,1600.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6550/header.jpg?t=1447351062
6600,Bullet Candy,game,3.99,2007-02-14,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6600/header.jpg?t=1447350969
6800,Commandos: Behind Enemy Lines,game,3.99,2007-03-15,,1024.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6800/header.jpg?t=1478799838
6810,Commandos: Beyond the Call of Duty,game,3.99,2007-03-15,,273.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6810/header.jpg?t=1478799916
6830,Commandos 2: Men of Courage,game,3.99,2007-03-15,87.0,1029.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6830/header.jpg?t=1455895816
6840,Commandos 3: Destination Berlin,game,3.99,2007-03-15,72.0,461.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6840/header.jpg?t=1478799670
6850,Hitman 2: Silent Assassin,game,6.99,2007-03-15,87.0,1237.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6850/header.jpg?t=1457718666
6860,Hitman: Blood Money,game,8.99,2007-03-15,82.0,4386.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6860/header.jpg?t=1457719166
6870,Battlestations: Midway,game,6.99,2007-03-15,76.0,224.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6870/header.jpg?t=1447350979
6880,Just Cause,game,6.99,2007-03-15,75.0,1635.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6880/header.jpg?t=1455040223
6900,Hitman: Codename 47,game,6.99,2007-03-15,73.0,1122.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6900/header.jpg?t=1457718464
6910,Deus Ex: Game of the Year Edition,game,6.99,2007-03-29,90.0,4500.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6910/header.jpg?t=1478811896
6920,Deus Ex: Invisible War,game,6.99,2007-03-29,80.0,721.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6920/header.jpg?t=1471975319
6980,Thief: Deadly Shadows,game,8.99,2007-03-29,85.0,929.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6980/header.jpg?t=1447350999
7000,Tomb Raider: Legend,game,6.99,2007-03-29,82.0,1025.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7000/header.jpg?t=1447351003
7010,Project: Snowblind,game,5.99,2007-03-29,76.0,113.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7010/header.jpg?t=1447351002
7020,Rogue Trooper,game,9.99,2007-03-29,69.0,171.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7020/header.jpg?t=1478602473
7110,Jade Empire™: Special Edition,game,14.99,2007-02-27,81.0,789.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7110/header.jpg?t=1447350976
7200,Trackmania United Forever Star Edition,game,29.99,2008-04-16,80.0,690.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7200/header.jpg?t=1447350986
7210,"Runaway, A Road Adventure",game,9.99,2007-03-14,74.0,232.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7210/header.jpg?t=1447350992
7220,"Runaway, The Dream of The Turtle",game,9.99,2007-03-14,,107.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7220/header.jpg?t=1447350993
7260,Loki,game,9.99,2007-11-05,61.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7260/header.jpg?t=1447351152
7340,Azada,game,9.99,2010-04-21,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7340/header.jpg?t=1447352866
7510,X-Blades,game,9.99,2009-04-30,54.0,1977.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7510/header.jpg?t=1479640171
7520,Two Worlds II,game,19.99,2011-02-03,76.0,3600.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7520/header.jpg?t=1461706663
7530,Two Worlds II Castle Defense,game,9.99,2011-06-14,,230.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7530/header.jpg?t=1447354252
7600,Sid Meier's Railroads!,game,9.99,2007-05-04,77.0,1169.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7600/header.jpg?t=1447351027
7610,Railroad Tycoon 3,game,9.99,2007-05-04,80.0,314.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7610/header.jpg?t=1447351028
7620,Railroad Tycoon II Platinum,game,4.99,2007-05-04,89.0,326.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7620/header.jpg?t=1447351029
7650,X-COM: Terror From the Deep,game,4.99,2007-05-04,,317.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7650/header.jpg?t=1447351033
7660,X-COM: Apocalypse,game,4.99,2008-09-04,,335.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7660/header.jpg?t=1447351436
7670,BioShock™,game,,2007-08-21,96.0,17971.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7670/header.jpg?t=1474048228
7730,X-COM: Interceptor,game,4.99,2008-09-04,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7730/header.jpg?t=1447351437
7760,X-COM: UFO Defense,game,4.99,2008-09-04,,1590.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7760/header.jpg?t=1447351440
7770,X-COM: Enforcer,game,4.99,2008-09-04,65.0,208.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7770/header.jpg?t=1447351445
7830,Men of War™,game,4.99,2009-05-06,80.0,1303.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7830/header.jpg?t=1447351820
7840,Death Track®: Resurrection,game,2.99,2009-05-06,53.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7840/header.jpg?t=1447351822
7860,NecroVision,game,4.99,2009-05-20,63.0,540.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7860/header.jpg?t=1466975921
7940,Call of Duty® 4: Modern Warfare®,game,19.99,2007-11-12,92.0,6902.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7940/header.jpg?t=1450407162
7970,Cabela's® Big Game Hunter™ Trophy Bucks,game,19.99,2008-05-16,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7970/header.jpg?t=1447351196
8000,Tomb Raider: Anniversary,game,8.99,2007-06-05,83.0,1198.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8000/header.jpg?t=1449850141
8080,Kane and Lynch: Dead Men™,game,6.99,2007-12-13,67.0,1183.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8080/header.jpg?t=1478892530
8100,Conflict: Denied Ops,game,5.99,2008-02-08,58.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8100/header.jpg?t=1447351194
8140,Tomb Raider: Underworld,game,8.99,2008-11-21,80.0,1189.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8140/header.jpg?t=1447351497
8170,Battlestations Pacific,game,8.99,2009-05-13,74.0,970.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8170/header.jpg?t=1478798895
8190,Just Cause 2,game,14.99,2010-03-23,84.0,29324.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8190/header.jpg?t=1455040113
8200,Sam & Max 101: Culture Shock,game,,2007-06-15,,192.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8200/header.jpg?t=1467148250
8210,Sam & Max 102: Situation: Comedy,game,,2007-06-15,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8210/header.jpg?t=1467148302
8220,"Sam & Max 103: The Mole, the Mob and the Meatball",game,,2007-06-15,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8220/header.jpg?t=1467148308
8230,Sam & Max 104: Abe Lincoln Must Die!,game,,2007-06-15,,267.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8230/header.jpg?t=1467152245
8240,Sam & Max 105: Reality 2.0,game,,2007-06-15,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8240/header.jpg?t=1467148323
8250,Sam & Max 106: Bright Side of the Moon,game,,2007-06-15,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8250/header.jpg?t=1467148359
8260,Sam & Max 201: Ice Station Santa,game,,2008-05-16,82.0,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8260/header.jpg?t=1467148618
8270,Sam & Max 202: Moai Better Blues,game,,2008-05-16,80.0,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8270/header.jpg?t=1467148624
8280,Sam & Max 203: Night of the Raving Dead,game,,2008-05-16,79.0,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8280/header.jpg?t=1467148630
8290,Sam & Max 204: Chariots of the Dogs,game,,2008-05-16,85.0,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8290/header.jpg?t=1467148638
8300,Sam & Max 205: What&#146;s New Beelzebub?,game,,2008-05-16,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8300/header.jpg?t=1467148719
8310,Bone: Out From Boneville,game,0.0,2008-06-17,68.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8310/header.jpg?t=1447351351
8320,Bone: The Great Cow Race,game,0.0,2008-06-17,76.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8320/header.jpg?t=1447351351
8330,Telltale Texas Hold ‘Em,game,2.99,2008-06-17,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8330/header.jpg?t=1447351362
8340,Strong Bad's Cool Game for Attractive People: Season 1,game,19.99,2008-12-18,82.0,184.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8340/header.jpg?t=1447351637
8350,Strong Bad's Cool Game for Attractive People: Episode 2,game,,,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8350/header.jpg?t=1467151442
8360,Strong Bad's Cool Game for Attractive People: Episode 3,game,,,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8360/header.jpg?t=1467151448
8370,Strong Bad's Cool Game for Attractive People: Episode 4,game,,,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8370/header.jpg?t=1467151467
8380,Strong Bad's Cool Game for Attractive People: Episode 5,game,,,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8380/header.jpg?t=1467151472
8400,Geometry Wars: Retro Evolved,game,3.99,2007-06-18,76.0,528.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8400/header.jpg?t=1447351073
8500,EVE Online,game,0.0,2010-12-15,88.0,5477.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8500/header.jpg?t=1481724473
8600,RACE 07,game,3.99,2007-10-15,83.0,1685.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8600/header.jpg?t=1478078194
8780,RACE On,game,7.99,2009-10-16,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8780/header.jpg?t=1457551366
8790,GTR 2 FIA GT Racing Game,game,7.99,2012-12-12,,140.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8790/header.jpg?t=1478078097
8800,Civilization IV: Beyond the Sword,game,9.99,2007-07-24,86.0,957.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8800/header.jpg?t=1447351092
8850,BioShock® 2,game,,2010-02-09,88.0,8067.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8850/header.jpg?t=1474575603
8870,BioShock Infinite,game,29.99,2013-03-25,94.0,62032.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/8870/header.jpg?t=1474401689
8880,Freedom Force,game,4.99,2009-05-29,90.0,257.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8880/header.jpg?t=1447351869
8890,Freedom Force vs. the Third Reich,game,4.99,2009-05-29,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8890/header.jpg?t=1447352162
8930,Sid Meier's Civilization® V,game,29.99,2010-09-21,90.0,102867.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/8930/header.jpg?t=1480703524
8970,Axel & Pixel,game,4.99,2010-10-06,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8970/header.jpg?t=1447353572
8980,Borderlands,game,19.99,2009-10-26,81.0,17068.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8980/header.jpg?t=1447366534
9000,Spear of Destiny,game,2.99,2007-08-03,,128.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9000/header.jpg?t=1447351109
9010,Return to Castle Wolfenstein,game,4.99,2007-08-03,88.0,1706.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9010/header.jpg?t=1447351110
9030,QUAKE Mission Pack 2: Dissolution of Eternity,game,2.99,2007-08-03,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9030/header.jpg?t=1447351113
9040,QUAKE Mission Pack 1: Scourge of Armagon,game,2.99,2007-08-03,,117.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9040/header.jpg?t=1447351112
9050,DOOM 3,game,0.0,2007-08-03,87.0,1813.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9050/header.jpg?t=1447351113
9060,HeXen II,game,4.99,2007-08-03,,142.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9060/header.jpg?t=1447351114
9160,Master Levels for Doom II,game,0.0,2007-08-03,,194.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9160/header.jpg?t=1447351119
9180,Commander Keen,game,4.99,2007-08-03,,562.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9180/header.jpg?t=1447351096
9200,RAGE,game,9.99,2011-10-03,79.0,8496.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9200/header.jpg?t=1447353435
9310,"Warhammer® 40,000: Dawn of War® – Winter Assault",game,12.99,2007-08-07,,417.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9310/header.jpg?t=1472591898
9340,Company of Heroes: Opposing Fronts,game,19.99,2007-09-24,87.0,486.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9340/header.jpg?t=1478040994
9350,Supreme Commander,game,14.99,2011-09-28,86.0,838.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9350/header.jpg?t=1472039646
9420,Supreme Commander: Forged Alliance,game,14.99,2011-09-28,81.0,3308.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9420/header.jpg?t=1472039648
9450,"Warhammer® 40,000: Dawn of War® - Soulstorm",game,12.99,2008-03-05,,3142.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9450/header.jpg?t=1447351235
9460,Frontlines™: Fuel of War™,game,19.99,2008-02-29,73.0,447.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9460/header.jpg?t=1471962178
9480,Saints Row 2,game,9.99,2009-01-07,72.0,7348.0,1.0,0.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/9480/header.jpg?t=1479286077
9500,Gish,game,9.99,2007-07-20,80.0,222.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9500/header.jpg?t=1447351091
9710,Desperados 2: Cooper's Revenge,game,9.99,2008-03-12,66.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9710/header.jpg?t=1472035505
9730,Tycoon City: New York,game,9.99,2008-03-12,67.0,107.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9730/header.jpg?t=1447351142
9760,Act of War: High Treason,game,2.99,2008-03-12,74.0,106.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9760/header.jpg?t=1447351138
9800,Death to Spies,game,4.99,2008-03-12,69.0,463.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9800/header.jpg?t=1466975904
9850,Codename: Panzers - Cold War,game,14.99,2009-05-06,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9850/header.jpg?t=1471957044
9870,Ghostbusters: The Videogame,game,9.99,2009-06-16,74.0,1622.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9870/header.jpg?t=1447352278
9880,Champions Online,game,0.0,2011-06-14,72.0,2254.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9880/header.jpg?t=1478044277
9900,Star Trek Online,game,0.0,2012-01-31,76.0,7679.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9900/header.jpg?t=1480559782
9930,Test Drive Unlimited 2,game,19.99,2011-02-01,72.0,6232.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9930/header.jpg?t=1447353252
9940,Blade Kitten,game,2.99,2014-05-22,52.0,712.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9940/header.jpg?t=1447353463
9960,Haunted House™,game,5.99,2010-09-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9960/header.jpg?t=1447353580
9970,Star Raiders,game,9.99,2011-05-11,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9970/header.jpg?t=1447354208
9980,The UnderGarden,game,6.99,2010-11-10,67.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9980/header.jpg?t=1447353643
9990,Ghostbusters: Sanctum of Slime,game,9.99,2011-03-23,43.0,108.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9990/header.jpg?t=1447354053
10090,Call of Duty: World at War,game,19.99,2008-11-18,83.0,14552.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10090/header.jpg?t=1480110912
10100,King's Quest™ Collection,game,19.99,2009-07-23,,110.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10100/header.jpg?t=1472506665
10110,Space Quest™ Collection,game,19.99,2009-07-23,,127.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10110/header.jpg?t=1472516706
10120,Aces of the Galaxy™,game,9.99,2009-07-23,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10120/header.jpg?t=1447352326
10130,TimeShift™,game,19.99,2009-07-23,71.0,600.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10130/header.jpg?t=1464639278
10140,3D Ultra™ Minigolf Adventures,game,9.99,2009-07-23,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10140/header.jpg?t=1447351838
10150,Prototype™,game,19.99,2009-06-10,79.0,2377.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10150/header.jpg?t=1464729751
10180,Call of Duty®: Modern Warfare® 2,game,19.99,2009-11-11,86.0,24558.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10180/header.jpg?t=1480111618
10220,Postal III,game,14.99,2012-02-17,24.0,1109.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10220/header.jpg?t=1464638211
10230,Dead Mountaineer's Hotel,game,9.99,2011-10-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10230/header.jpg?t=1447354813
10240,A Stroke of Fate: Operation Valkyrie,game,9.99,2011-10-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10240/header.jpg?t=1447354813
10250,PT Boats: Knights of the Sea,game,9.99,2011-10-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10250/header.jpg?t=1447354639
10260,PT Boats: South Gambit,game,9.99,2011-10-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10260/header.jpg?t=1447354640
10270,Disciples III: Reincarnation,game,9.99,2014-02-14,,539.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10270/header.jpg?t=1447360373
10460,The Club™,game,14.99,2008-02-20,67.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10460/header.jpg?t=1447351238
10500,Empire: Total War™,game,19.99,2009-03-03,90.0,12124.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/10500/header.jpg?t=1447351374
10520,Beijing 2008™ - The Official Video Game of the Olympic Games,game,,2008-08-14,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10520/header.jpg?t=1447351404
10530,Space Siege,game,14.99,2008-08-14,60.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10530/header.jpg?t=1447351419
10680,Aliens vs. Predator™,game,14.99,2010-02-16,68.0,7514.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10680/header.jpg?t=1447352374
